id,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
15802,24,female,Bachelor,95865,6,RENT,16000,EDUCATION,12.67,0.17,2,544,No,1
15803,26,male,Associate,112268,3,RENT,16000,DEBTCONSOLIDATION,11.11,0.14,4,670,Yes,0
15804,24,female,Associate,113365,0,RENT,16000,HOMEIMPROVEMENT,11.89,0.14,3,691,No,0
15805,24,female,Bachelor,212135,3,MORTGAGE,15000,EDUCATION,12.18,0.07,3,674,No,0
15806,24,male,Bachelor,212397,5,MORTGAGE,3200,DEBTCONSOLIDATION,10,0.02,4,694,No,0
15807,25,male,High School,213645,3,MORTGAGE,24000,VENTURE,11.11,0.11,4,591,Yes,0
15808,25,male,Master,215205,3,MORTGAGE,8000,PERSONAL,15.68,0.04,2,709,No,0
15809,22,female,Bachelor,216043,0,MORTGAGE,25000,VENTURE,10.99,0.12,4,686,Yes,0
15810,22,male,Associate,100982,0,RENT,16000,PERSONAL,11.01,0.16,3,636,No,1
15811,25,female,High School,217135,4,MORTGAGE,6000,HOMEIMPROVEMENT,12.42,0.03,4,510,No,0
15812,26,male,High School,86409,4,RENT,16000,MEDICAL,11.01,0.19,4,520,No,1
15813,24,male,Bachelor,116384,3,RENT,16000,MEDICAL,11.99,0.14,3,497,Yes,0
15814,25,male,Master,217083,0,MORTGAGE,14400,HOMEIMPROVEMENT,11.01,0.07,2,640,Yes,0
15815,26,male,Master,117484,4,RENT,16000,VENTURE,12.8,0.14,3,632,Yes,0
15816,24,female,Associate,172452,0,MORTGAGE,25000,MEDICAL,14.84,0.14,2,550,No,1
15817,26,male,Associate,106574,7,RENT,16000,VENTURE,17.88,0.15,4,669,No,1
15818,24,male,Bachelor,202633,1,MORTGAGE,25000,PERSONAL,16.45,0.12,3,636,No,1
15819,26,male,Bachelor,216730,6,MORTGAGE,9700,VENTURE,13.85,0.04,4,596,Yes,0
15820,21,female,Associate,217231,1,MORTGAGE,5000,EDUCATION,8.07,0.02,3,609,Yes,0
15821,23,male,High School,217249,2,MORTGAGE,5000,VENTURE,9.33,0.02,4,695,Yes,0
15822,25,female,Bachelor,217336,0,MORTGAGE,24000,HOMEIMPROVEMENT,12.87,0.11,2,665,No,0
15823,23,male,Bachelor,203610,1,MORTGAGE,12500,HOMEIMPROVEMENT,8.94,0.06,2,655,No,1
15824,25,male,Associate,218673,3,MORTGAGE,14500,MEDICAL,8.88,0.07,2,670,No,0
15825,26,male,High School,218950,2,MORTGAGE,24000,MEDICAL,11.01,0.11,4,556,Yes,0
15826,24,female,High School,121286,2,RENT,16000,HOMEIMPROVEMENT,11.12,0.13,3,621,No,0
15827,24,female,Bachelor,223174,3,MORTGAGE,10000,PERSONAL,6.92,0.04,3,656,Yes,0
15828,25,female,High School,222569,1,MORTGAGE,12000,EDUCATION,5.79,0.05,3,640,No,0
15829,26,male,Associate,222968,2,MORTGAGE,6000,HOMEIMPROVEMENT,11.12,0.03,4,656,Yes,0
15830,24,male,Bachelor,222674,0,MORTGAGE,3000,MEDICAL,7.88,0.01,2,566,Yes,0
15831,20,male,Associate,226622,0,MORTGAGE,2000,EDUCATION,8.59,0.01,4,687,Yes,0
15832,24,female,Bachelor,227872,1,MORTGAGE,5000,EDUCATION,9.32,0.02,2,681,Yes,0
15833,25,female,Associate,228856,3,MORTGAGE,24000,HOMEIMPROVEMENT,7.49,0.1,3,672,No,0
15834,24,male,Bachelor,228941,5,OWN,24000,PERSONAL,15.62,0.1,3,694,Yes,0
15835,24,male,Master,228512,2,MORTGAGE,5000,PERSONAL,5.42,0.02,2,683,Yes,0
15836,26,female,Bachelor,229271,6,OWN,25000,PERSONAL,9.25,0.11,2,675,Yes,0
15837,24,female,High School,232485,2,MORTGAGE,10000,PERSONAL,13.06,0.04,4,651,Yes,0
15838,24,male,Associate,235014,2,MORTGAGE,5000,MEDICAL,8.9,0.02,3,703,No,0
15839,23,female,Associate,234673,0,MORTGAGE,20000,EDUCATION,9.63,0.09,3,659,Yes,0
15840,25,female,Associate,235247,3,MORTGAGE,10000,HOMEIMPROVEMENT,10.59,0.04,2,672,No,0
15841,24,male,Bachelor,118748,0,RENT,16000,DEBTCONSOLIDATION,16.32,0.13,2,659,No,1
15842,26,female,Master,238525,1,MORTGAGE,12000,DEBTCONSOLIDATION,5.99,0.05,4,638,Yes,0
15843,22,male,Bachelor,238655,0,MORTGAGE,24250,DEBTCONSOLIDATION,14.22,0.1,3,625,Yes,0
15844,23,male,Bachelor,18473,0,OWN,3000,DEBTCONSOLIDATION,14.72,0.16,2,629,No,1
15845,25,female,Bachelor,239828,3,MORTGAGE,15000,PERSONAL,9.99,0.06,2,671,Yes,0
15846,26,female,High School,241352,1,MORTGAGE,12000,HOMEIMPROVEMENT,11.71,0.05,2,570,Yes,0
15847,23,male,Master,240659,2,MORTGAGE,21000,VENTURE,12.69,0.09,2,600,No,0
15848,26,male,Bachelor,192835,0,MORTGAGE,30000,MEDICAL,17.58,0.16,3,653,No,1
15849,24,female,High School,135868,5,RENT,16000,PERSONAL,12.29,0.12,3,630,No,0
15850,24,male,Associate,136538,4,RENT,16000,VENTURE,11.99,0.12,2,612,Yes,0
15851,21,male,Master,192646,0,MORTGAGE,30000,MEDICAL,15.62,0.16,2,631,No,1
15852,24,male,High School,241365,6,MORTGAGE,18000,VENTURE,9.99,0.07,3,678,Yes,0
15853,25,female,High School,241358,1,MORTGAGE,35000,VENTURE,17.14,0.15,3,607,Yes,0
15854,25,male,Associate,143494,4,RENT,16000,EDUCATION,11.01,0.11,2,629,Yes,0
15855,24,female,High School,240642,3,MORTGAGE,3025,DEBTCONSOLIDATION,6.17,0.01,3,583,Yes,0
15856,25,male,High School,240958,2,OWN,24000,HOMEIMPROVEMENT,14.96,0.1,3,590,Yes,0
15857,25,female,Master,240907,0,OWN,24000,VENTURE,12.18,0.1,4,530,Yes,0
15858,25,male,Master,226751,2,MORTGAGE,25000,HOMEIMPROVEMENT,13.24,0.11,4,621,No,1
15859,24,female,High School,145138,4,RENT,16000,VENTURE,12.18,0.11,4,659,No,0
15860,22,female,High School,150952,0,RENT,16000,DEBTCONSOLIDATION,7.9,0.11,2,556,Yes,0
15861,23,male,High School,241227,2,MORTGAGE,5000,PERSONAL,7.43,0.02,4,584,Yes,0
15862,24,male,High School,163372,3,RENT,16000,EDUCATION,16.69,0.1,2,667,Yes,0
15863,26,male,Associate,240785,2,MORTGAGE,30000,PERSONAL,11.71,0.12,4,644,Yes,0
15864,24,female,Master,162994,2,RENT,16000,VENTURE,10.62,0.1,2,504,Yes,0
15865,25,male,Associate,242357,5,MORTGAGE,14000,DEBTCONSOLIDATION,7.66,0.06,4,610,No,0
15866,26,male,Master,245761,3,MORTGAGE,15250,MEDICAL,14.35,0.06,3,680,No,0
15867,24,male,Master,246825,2,MORTGAGE,35000,EDUCATION,13.99,0.14,2,685,No,0
15868,24,female,High School,247174,0,MORTGAGE,11000,MEDICAL,10.99,0.04,4,688,No,0
15869,24,male,Associate,246880,4,MORTGAGE,10000,DEBTCONSOLIDATION,9.63,0.04,4,647,No,0
15870,23,female,Bachelor,169061,3,RENT,16000,VENTURE,14.18,0.09,3,676,Yes,0
15871,23,male,Bachelor,172453,1,RENT,16000,MEDICAL,6.03,0.09,2,654,Yes,0
15872,25,female,Associate,252989,5,MORTGAGE,8000,HOMEIMPROVEMENT,9.91,0.03,4,654,No,0
15873,25,female,Bachelor,206035,0,MORTGAGE,6500,MEDICAL,15.01,0.03,2,615,No,1
15874,25,male,High School,265085,2,MORTGAGE,25000,VENTURE,10.75,0.09,2,704,Yes,0
15875,26,female,Bachelor,266203,3,MORTGAGE,9000,VENTURE,11.26,0.03,3,515,Yes,0
15876,24,female,Bachelor,42579,1,RENT,19000,DEBTCONSOLIDATION,11.36,0.45,2,677,No,1
15877,25,female,Associate,271193,2,MORTGAGE,21000,HOMEIMPROVEMENT,11.11,0.08,3,647,No,0
15878,26,female,Associate,37071,7,RENT,19075,DEBTCONSOLIDATION,7.49,0.51,3,588,No,1
15879,26,male,Bachelor,259949,4,MORTGAGE,15000,DEBTCONSOLIDATION,13.98,0.06,3,572,No,1
15880,21,male,Master,109254,0,RENT,19125,PERSONAL,13.92,0.18,4,667,Yes,0
15881,22,male,Associate,57400,0,RENT,19200,DEBTCONSOLIDATION,12.29,0.33,4,622,No,1
15882,23,female,High School,67076,4,RENT,19200,EDUCATION,15.21,0.29,4,650,No,1
15883,22,male,Master,91005,2,RENT,19200,VENTURE,11.01,0.21,2,559,Yes,0
15884,25,female,High School,93543,1,RENT,19200,VENTURE,11.01,0.21,3,648,No,0
15885,25,female,Bachelor,290948,5,MORTGAGE,16000,EDUCATION,7.05,0.05,4,638,Yes,0
15886,24,female,Master,293262,1,MORTGAGE,12000,MEDICAL,6.03,0.04,3,580,Yes,0
15887,26,male,Bachelor,242768,5,MORTGAGE,8000,MEDICAL,16.95,0.03,4,654,No,1
15888,21,male,Associate,301035,0,MORTGAGE,5000,PERSONAL,8.59,0.02,3,631,Yes,0
15889,26,male,Associate,301199,3,MORTGAGE,15000,EDUCATION,7.49,0.05,2,662,No,0
15890,26,female,Bachelor,15289,4,OWN,2500,EDUCATION,9.99,0.16,3,662,No,1
15891,26,male,Bachelor,300906,4,MORTGAGE,9000,HOMEIMPROVEMENT,9.99,0.03,2,672,Yes,0
15892,25,female,Bachelor,301087,3,MORTGAGE,10575,EDUCATION,6.99,0.04,2,592,No,0
15893,23,male,Associate,300866,0,MORTGAGE,8800,EDUCATION,10,0.03,2,601,Yes,0
15894,24,male,Master,286727,4,MORTGAGE,7000,DEBTCONSOLIDATION,7.66,0.02,2,570,No,1
15895,26,female,Associate,286397,0,MORTGAGE,25000,EDUCATION,9.25,0.09,4,659,No,1
15896,25,female,High School,304752,4,MORTGAGE,25000,HOMEIMPROVEMENT,17.26,0.08,4,583,No,1
15897,24,male,Associate,150945,0,RENT,19200,HOMEIMPROVEMENT,10.99,0.13,3,597,Yes,0
15898,23,male,High School,353943,1,MORTGAGE,15000,EDUCATION,8.9,0.04,4,649,No,0
15899,26,male,Bachelor,294720,3,MORTGAGE,12000,MEDICAL,16.29,0.04,4,697,No,1
15900,22,female,Associate,152948,1,RENT,19200,DEBTCONSOLIDATION,13.79,0.13,4,674,Yes,0
15901,24,male,Associate,361284,3,MORTGAGE,35000,DEBTCONSOLIDATION,9.99,0.1,3,574,Yes,0
15902,23,male,Bachelor,361159,0,MORTGAGE,10000,EDUCATION,15.65,0.03,2,546,Yes,0
15903,25,male,Associate,15278,2,OWN,4500,EDUCATION,13.16,0.29,4,662,No,1
15904,23,male,Master,60681,3,RENT,19400,EDUCATION,12.69,0.32,2,669,No,1
15905,26,male,Bachelor,379348,1,MORTGAGE,12000,DEBTCONSOLIDATION,13.47,0.03,3,624,No,0
15906,24,female,Master,397048,0,MORTGAGE,3500,PERSONAL,10.36,0.01,4,714,Yes,0
15907,21,female,Associate,67833,0,RENT,19400,VENTURE,13.49,0.29,2,555,No,1
15908,25,male,Associate,438914,2,MORTGAGE,35000,VENTURE,10.65,0.08,2,633,Yes,0
15909,25,female,Master,445094,1,MORTGAGE,15000,DEBTCONSOLIDATION,12.99,0.03,2,653,Yes,0
15910,24,male,High School,450743,0,MORTGAGE,20000,DEBTCONSOLIDATION,11.41,0.04,3,595,Yes,0
15911,23,female,Master,84827,0,RENT,19425,PERSONAL,11.11,0.23,3,722,Yes,0
15912,24,male,Associate,511121,2,MORTGAGE,10000,EDUCATION,7.88,0.02,2,678,No,0
15913,24,male,High School,108899,0,RENT,19500,HOMEIMPROVEMENT,9.76,0.18,2,617,Yes,0
15914,21,female,Bachelor,13454,0,OWN,1000,VENTURE,10.36,0.07,4,621,Yes,0
15915,25,male,Bachelor,541131,3,MORTGAGE,35000,DEBTCONSOLIDATION,11.11,0.06,4,532,Yes,0
15916,26,female,Associate,577186,0,MORTGAGE,25000,EDUCATION,14.38,0.04,3,579,Yes,0
15917,22,male,Bachelor,142514,0,RENT,19550,PERSONAL,15.62,0.14,4,608,No,1
15918,23,male,Bachelor,54744,2,RENT,19600,EDUCATION,9.91,0.36,2,634,No,1
15919,24,female,Associate,64757,0,RENT,19600,MEDICAL,16.07,0.3,3,680,No,1
15920,22,female,Master,90955,0,RENT,19600,EDUCATION,12.42,0.22,3,660,No,0
15921,24,male,High School,55452,0,RENT,19650,DEBTCONSOLIDATION,15.37,0.35,2,512,No,1
15922,23,male,High School,36911,2,RENT,19750,VENTURE,11.14,0.54,4,618,No,1
15923,23,female,High School,46706,2,RENT,19750,PERSONAL,7.51,0.42,4,546,No,1
15924,21,female,Bachelor,12443,0,OWN,1200,VENTURE,10.99,0.1,4,624,Yes,0
15925,21,female,High School,11953,0,RENT,2000,HOMEIMPROVEMENT,15.99,0.17,3,675,No,1
15926,25,female,High School,12374,1,RENT,2100,MEDICAL,15.99,0.17,2,620,No,1
15927,24,female,Master,12424,3,RENT,1000,PERSONAL,8.49,0.08,4,586,No,1
15928,25,female,Master,12268,0,RENT,1200,MEDICAL,15.23,0.1,2,686,Yes,0
15929,26,male,Master,12254,2,RENT,2950,VENTURE,17.49,0.24,2,613,No,1
15930,22,male,High School,12769,0,RENT,1500,VENTURE,7.29,0.12,2,503,No,1
15931,21,male,Bachelor,12268,0,RENT,2375,MEDICAL,10,0.19,3,689,No,1
15932,22,male,Master,12103,0,RENT,1200,EDUCATION,10.37,0.1,2,671,No,0
15933,24,female,High School,12618,1,OWN,3200,VENTURE,7.88,0.25,2,592,No,1
15934,23,male,Associate,12813,2,RENT,4000,VENTURE,7.14,0.31,4,554,No,1
15935,23,male,Bachelor,12519,1,RENT,2100,DEBTCONSOLIDATION,10.62,0.17,3,618,No,1
15936,25,female,Bachelor,57369,1,RENT,19750,HOMEIMPROVEMENT,15.7,0.34,4,647,No,1
15937,23,female,Bachelor,11788,3,RENT,1750,PERSONAL,7.51,0.15,3,662,No,1
15938,21,female,Associate,11893,0,RENT,3000,HOMEIMPROVEMENT,15.23,0.25,4,556,No,1
15939,23,female,High School,11582,0,OWN,2000,HOMEIMPROVEMENT,13.35,0.17,2,516,No,1
15940,23,female,Master,11240,0,OWN,1400,EDUCATION,11.01,0.12,2,651,No,1
15941,23,female,Associate,11470,2,RENT,2000,EDUCATION,10.65,0.17,2,672,No,1
15942,24,male,Master,11251,3,RENT,1500,EDUCATION,13.99,0.13,2,515,No,1
15943,26,male,Associate,11250,8,RENT,3500,EDUCATION,7.29,0.31,3,661,No,1
15944,22,female,High School,10956,0,RENT,2400,MEDICAL,9.91,0.22,2,580,No,1
15945,21,female,Bachelor,10727,0,RENT,1200,MEDICAL,15.23,0.11,2,656,Yes,0
15946,23,male,Associate,10715,3,RENT,1000,MEDICAL,10,0.09,4,608,Yes,0
15947,21,female,High School,10659,0,RENT,3000,MEDICAL,7.88,0.28,2,601,No,1
15948,22,male,Bachelor,10847,0,RENT,2100,MEDICAL,7.51,0.19,2,647,No,1
15949,21,female,Bachelor,10606,0,RENT,2800,DEBTCONSOLIDATION,7.4,0.26,2,627,No,1
15950,23,male,Bachelor,10754,1,RENT,3250,EDUCATION,11.01,0.3,4,694,No,1
15951,22,female,High School,10748,1,RENT,5400,VENTURE,7.75,0.5,4,678,No,1
15952,26,female,Bachelor,10161,2,MORTGAGE,500,HOMEIMPROVEMENT,10.71,0.05,3,544,Yes,0
15953,24,female,Associate,10721,6,RENT,1000,EDUCATION,11.36,0.09,4,630,No,0
15954,24,male,Bachelor,9799,0,RENT,1200,HOMEIMPROVEMENT,13.48,0.12,4,611,No,1
15955,21,female,Bachelor,9650,1,RENT,2500,VENTURE,13.11,0.26,3,556,No,1
15956,24,male,Bachelor,9732,0,RENT,1000,MEDICAL,11.01,0.1,2,684,No,0
15957,24,female,High School,8267,5,RENT,1050,PERSONAL,11.01,0.13,2,665,No,1
15958,21,female,Associate,8186,0,OWN,1600,PERSONAL,14.61,0.2,3,495,No,1
15959,26,female,High School,8000,7,RENT,1000,EDUCATION,9.63,0.12,3,598,No,1
15960,25,female,High School,8000,0,RENT,1000,VENTURE,9.64,0.12,4,630,No,1
15961,22,female,Bachelor,8000,0,RENT,1800,PERSONAL,14.84,0.22,2,643,No,1
15962,22,female,Bachelor,8000,0,RENT,1200,MEDICAL,14.26,0.15,2,687,No,1
15963,24,female,Bachelor,8000,1,RENT,2400,VENTURE,16,0.3,4,597,No,1
15964,21,female,High School,8000,0,RENT,2750,PERSONAL,16.95,0.34,3,672,No,1
15965,21,male,Associate,8000,0,RENT,1400,EDUCATION,11.86,0.18,4,607,No,1
15966,24,female,Master,27200,5,RENT,6600,DEBTCONSOLIDATION,12.68,0.24,4,654,No,1
15967,23,female,High School,26982,0,OWN,4400,VENTURE,12.53,0.16,3,661,No,0
15968,26,male,Associate,68258,2,MORTGAGE,16000,MEDICAL,11.01,0.23,2,461,No,1
15969,24,male,Associate,67048,2,MORTGAGE,1800,MEDICAL,7.49,0.03,3,589,Yes,0
15970,26,male,Bachelor,169005,3,MORTGAGE,14400,EDUCATION,11.01,0.09,4,616,No,0
15971,23,male,High School,170362,2,MORTGAGE,15000,VENTURE,11.01,0.09,3,632,Yes,0
15972,21,female,High School,37237,0,RENT,12000,EDUCATION,5.79,0.32,2,594,No,1
15973,22,male,Associate,91020,0,RENT,8000,PERSONAL,5.99,0.09,2,561,No,0
15974,25,male,Associate,97148,1,MORTGAGE,4000,MEDICAL,5.42,0.04,3,661,Yes,0
15975,26,female,Master,64171,2,MORTGAGE,2800,VENTURE,6.03,0.04,3,665,No,0
15976,23,female,High School,51388,2,RENT,6000,VENTURE,9.99,0.12,4,574,No,0
15977,24,female,High School,85148,3,RENT,2500,HOMEIMPROVEMENT,12.53,0.03,4,525,Yes,0
15978,23,male,High School,44161,3,RENT,16750,DEBTCONSOLIDATION,15.28,0.38,4,646,No,1
15979,25,male,Master,78986,3,RENT,4800,PERSONAL,13.49,0.06,4,658,Yes,0
15980,26,female,Associate,19452,2,RENT,5500,HOMEIMPROVEMENT,7.88,0.28,3,604,No,1
15981,22,male,High School,87578,1,OWN,16000,EDUCATION,10.37,0.18,2,557,Yes,0
15982,24,male,Bachelor,157090,1,RENT,24000,MEDICAL,11.49,0.15,3,587,Yes,0
15983,22,male,High School,85402,0,RENT,7550,EDUCATION,7.51,0.09,3,670,Yes,0
15984,24,male,Associate,84907,1,OTHER,9000,PERSONAL,9.63,0.11,4,594,No,0
15985,25,male,Bachelor,73057,3,RENT,3000,VENTURE,13.47,0.04,3,658,No,1
15986,23,male,Associate,61610,2,RENT,5000,EDUCATION,10.38,0.08,2,681,Yes,0
15987,23,male,Associate,90622,3,RENT,18000,VENTURE,12.73,0.2,2,602,Yes,0
15988,25,male,Bachelor,103140,5,MORTGAGE,4000,MEDICAL,7.88,0.04,3,665,Yes,0
15989,23,female,Master,119029,0,MORTGAGE,9400,PERSONAL,6.62,0.08,3,607,No,0
15990,23,male,Associate,108898,3,MORTGAGE,8000,EDUCATION,10.36,0.07,3,637,Yes,0
15991,22,female,Bachelor,65385,0,MORTGAGE,6000,VENTURE,8.9,0.09,2,627,No,0
15992,23,male,Associate,99637,0,MORTGAGE,9000,VENTURE,7.49,0.09,3,650,No,0
15993,23,female,Bachelor,36930,3,RENT,10000,DEBTCONSOLIDATION,15.31,0.27,4,597,No,1
15994,24,male,High School,63289,0,MORTGAGE,5000,MEDICAL,14.22,0.08,3,527,Yes,0
15995,25,male,Bachelor,54688,4,RENT,15000,DEBTCONSOLIDATION,11.01,0.27,2,552,No,1
15996,24,female,High School,58338,2,MORTGAGE,4000,MEDICAL,5.42,0.07,4,651,No,0
15997,22,male,Associate,40188,0,RENT,6000,DEBTCONSOLIDATION,13.85,0.15,3,654,No,0
15998,21,male,Associate,43051,0,MORTGAGE,1500,EDUCATION,9.63,0.03,2,681,No,0
15999,23,male,Bachelor,142625,3,MORTGAGE,12000,VENTURE,13.11,0.08,2,651,No,0
16000,26,male,Associate,115025,2,RENT,12000,VENTURE,10.65,0.1,3,567,Yes,0
16001,26,male,Master,51196,3,RENT,4800,EDUCATION,14.27,0.09,2,720,No,1
16002,22,female,Associate,77722,0,RENT,13000,VENTURE,14.11,0.17,3,596,Yes,0
16003,24,male,Master,50351,2,RENT,4000,DEBTCONSOLIDATION,11.01,0.08,3,605,Yes,0
16004,23,female,Associate,69485,1,OWN,4200,EDUCATION,10.51,0.06,4,658,No,0
16005,22,female,Master,108958,1,MORTGAGE,9500,MEDICAL,11.01,0.09,3,658,No,0
16006,25,male,Associate,40186,0,RENT,7100,VENTURE,14.65,0.18,3,653,No,1
16007,25,male,Associate,259923,1,MORTGAGE,25000,HOMEIMPROVEMENT,16.07,0.1,2,686,No,0
16008,26,male,Bachelor,46329,0,MORTGAGE,6300,DEBTCONSOLIDATION,11.01,0.14,2,569,No,0
16009,21,male,Associate,19769,0,RENT,1600,DEBTCONSOLIDATION,12.69,0.08,3,646,Yes,0
16010,24,female,Associate,56083,1,RENT,9000,EDUCATION,5.79,0.16,4,636,No,0
16011,22,female,High School,70594,0,RENT,4000,PERSONAL,10,0.06,4,651,Yes,0
16012,22,female,Associate,229048,0,RENT,12600,VENTURE,6.92,0.06,3,685,No,0
16013,26,female,Master,90970,6,MORTGAGE,12500,EDUCATION,5.99,0.14,4,631,No,0
16014,22,male,High School,50951,0,OWN,12000,EDUCATION,12.42,0.24,4,620,Yes,0
16015,23,female,Master,109193,0,RENT,12000,EDUCATION,8.9,0.11,2,610,No,0
16016,26,male,Master,63189,0,RENT,10000,MEDICAL,13.23,0.16,4,622,Yes,0
16017,25,female,Master,107249,5,RENT,7200,VENTURE,13.47,0.07,2,658,Yes,0
16018,26,female,Associate,37026,6,OWN,15000,HOMEIMPROVEMENT,13.22,0.41,2,642,No,0
16019,23,male,High School,55161,0,MORTGAGE,10000,EDUCATION,12.21,0.18,4,557,No,0
16020,24,male,Associate,37057,3,OWN,10000,HOMEIMPROVEMENT,12.61,0.27,2,545,Yes,0
16021,25,female,Bachelor,39432,7,RENT,2500,MEDICAL,16.45,0.06,3,669,No,1
16022,22,male,High School,44081,1,MORTGAGE,1400,VENTURE,14.84,0.03,2,640,Yes,0
16023,23,male,Bachelor,58880,0,MORTGAGE,10000,DEBTCONSOLIDATION,10.65,0.17,4,573,Yes,0
16024,23,female,Associate,29904,0,RENT,5000,DEBTCONSOLIDATION,6.62,0.17,2,654,Yes,0
16025,24,male,Bachelor,73127,3,RENT,10000,EDUCATION,11.01,0.14,2,622,No,0
16026,24,male,Associate,13298,0,RENT,3000,PERSONAL,7.9,0.23,3,588,No,1
16027,25,male,High School,43003,3,RENT,2400,VENTURE,12.53,0.06,2,641,Yes,0
16028,23,male,Associate,48159,0,RENT,6000,DEBTCONSOLIDATION,15.99,0.12,3,592,No,1
16029,23,female,High School,121042,0,MORTGAGE,15000,EDUCATION,7.88,0.12,4,656,Yes,0
16030,22,male,Associate,33308,0,RENT,9250,EDUCATION,13.11,0.28,3,633,No,1
16031,25,male,Master,32418,0,RENT,2300,VENTURE,11.11,0.07,2,560,No,0
16032,22,female,Master,91530,0,RENT,20000,MEDICAL,11.01,0.22,2,665,No,0
16033,24,female,Bachelor,123448,0,MORTGAGE,12000,EDUCATION,15.27,0.1,3,519,Yes,0
16034,25,female,Associate,60955,1,RENT,4000,PERSONAL,14.61,0.07,4,624,No,0
16035,26,male,Associate,114040,4,MORTGAGE,5000,MEDICAL,7.68,0.04,3,636,Yes,0
16036,24,male,Associate,49047,0,RENT,10000,DEBTCONSOLIDATION,7.88,0.2,3,666,Yes,0
16037,24,male,High School,84875,6,RENT,1500,VENTURE,14.42,0.02,4,666,No,1
16038,22,female,Associate,26908,0,RENT,2400,EDUCATION,16.29,0.09,4,675,No,1
16039,26,female,Master,25459,6,MORTGAGE,4800,MEDICAL,5.99,0.19,3,726,No,0
16040,23,male,Master,59803,0,MORTGAGE,15000,MEDICAL,19.82,0.25,3,666,No,1
16041,24,male,Associate,154790,0,MORTGAGE,12000,EDUCATION,6.03,0.08,2,629,Yes,0
16042,25,female,Master,76546,5,RENT,4000,HOMEIMPROVEMENT,10.37,0.05,3,662,Yes,0
16043,21,female,Bachelor,48880,0,RENT,5000,EDUCATION,5.79,0.1,2,714,No,0
16044,22,male,High School,54010,0,RENT,16000,VENTURE,16.35,0.3,4,572,No,1
16045,25,male,High School,102834,1,MORTGAGE,9600,EDUCATION,13.85,0.09,2,690,No,0
16046,24,male,Bachelor,78479,2,RENT,5000,PERSONAL,7.9,0.06,3,658,No,0
16047,22,female,High School,73013,1,MORTGAGE,3950,DEBTCONSOLIDATION,10.65,0.05,4,501,Yes,0
16048,26,male,Master,79035,5,MORTGAGE,10950,VENTURE,7.88,0.14,2,660,No,0
16049,26,male,Bachelor,45228,3,RENT,5900,MEDICAL,10.71,0.13,4,591,No,0
16050,24,male,Bachelor,65630,1,MORTGAGE,1500,PERSONAL,14.42,0.02,4,630,No,1
16051,23,female,Associate,20296,0,MORTGAGE,5600,DEBTCONSOLIDATION,12.84,0.28,2,642,No,1
16052,23,male,Associate,47996,3,RENT,10000,MEDICAL,11.99,0.21,2,696,No,1
16053,24,female,High School,55159,5,RENT,8000,PERSONAL,12.73,0.15,2,511,Yes,0
16054,23,female,Associate,94868,2,MORTGAGE,4200,DEBTCONSOLIDATION,13.06,0.04,3,640,No,0
16055,24,female,Bachelor,121225,0,MORTGAGE,10000,MEDICAL,12.87,0.08,4,657,Yes,0
16056,22,male,Bachelor,54130,1,RENT,12800,VENTURE,12.73,0.24,4,468,Yes,0
16057,26,female,High School,66947,4,RENT,3000,EDUCATION,11.01,0.04,2,606,No,0
16058,25,male,High School,151111,2,MORTGAGE,12000,EDUCATION,9.91,0.08,3,643,No,0
16059,25,female,High School,46477,4,MORTGAGE,3500,PERSONAL,6.03,0.08,3,689,Yes,0
16060,23,male,Bachelor,90713,3,OWN,8000,VENTURE,6.17,0.09,2,684,No,0
16061,22,male,Master,35239,0,RENT,8000,MEDICAL,11.49,0.23,2,688,No,0
16062,25,female,Bachelor,64553,0,MORTGAGE,6000,EDUCATION,6.62,0.09,2,556,Yes,0
16063,22,male,Bachelor,32004,0,RENT,4800,VENTURE,10.99,0.15,3,696,No,0
16064,25,male,Bachelor,85053,2,RENT,5600,MEDICAL,7.9,0.07,3,661,No,0
16065,21,male,High School,46782,0,OWN,12200,VENTURE,11.01,0.26,4,638,Yes,0
16066,22,female,Master,156777,0,MORTGAGE,24250,VENTURE,12.18,0.15,4,646,Yes,0
16067,24,female,Bachelor,60078,4,MORTGAGE,5000,HOMEIMPROVEMENT,12.18,0.08,3,604,No,1
16068,22,female,Associate,87213,0,RENT,15000,EDUCATION,17.19,0.17,4,633,Yes,0
16069,26,male,Associate,94708,3,RENT,18000,DEBTCONSOLIDATION,13.49,0.19,4,626,Yes,0
16070,25,female,Associate,58597,3,RENT,4800,PERSONAL,11.01,0.08,4,641,Yes,0
16071,21,male,Associate,34305,0,RENT,7500,EDUCATION,6.76,0.22,4,609,Yes,0
16072,25,male,Associate,138864,4,MORTGAGE,20000,PERSONAL,6.91,0.14,4,628,Yes,0
16073,22,female,Associate,68877,0,RENT,9500,EDUCATION,8.9,0.14,2,509,Yes,0
16074,21,male,Associate,22487,2,RENT,4500,PERSONAL,10.38,0.2,3,619,No,1
16075,22,male,Bachelor,61232,0,RENT,10000,PERSONAL,6.17,0.16,3,657,Yes,0
16076,23,male,High School,78550,1,MORTGAGE,7000,DEBTCONSOLIDATION,8.49,0.09,4,587,Yes,0
16077,22,female,Associate,39705,2,RENT,15000,PERSONAL,13.22,0.38,2,620,No,1
